Time,position.x,position.y,position.z,orientation.x,orientation.y,orientation.z,orientation.w
1705910004.8331633,0.500070303084021,0.19884586554823816,0.7497889170356385,0.5003118481345198,0.49989543517931784,0.4987100590211405,0.5010797197395159
1705910004.8729393,0.5000675637452456,0.19885107042457356,0.7497933883897567,0.5003064896374508,0.49989630405527713,0.498712917126782,0.5010813585730572
1705910004.9129875,0.5000669196037051,0.19885183416964033,0.7497924580185531,0.5003092751271885,0.4998945753509057,0.4987147327765553,0.5010784949167681
1705910004.9526327,0.5000676902435377,0.19885189889212826,0.7497927109909299,0.5003078913779717,0.49989588320690714,0.4987133253212141,0.5010799725839884
1705910004.9926116,0.5000675443825845,0.1988519330674939,0.7497901091053404,0.5003109683000959,0.49989530271054106,0.4987143150264191,0.5010764944739342
1705910005.032692,0.5000659762921518,0.1988511541086117,0.7497955751371542,0.5003075638369634,0.4998922475174467,0.49871650343827656,0.5010807635878449
1705910005.072657,0.5000682263085452,0.1988492085477763,0.7497917642317359,0.500311029304879,0.49989425337084237,0.4987145121296655,0.5010772842526094
1705910005.112622,0.5000686540273904,0.1988458796524754,0.7497933533039388,0.5003106331879117,0.4998928078711019,0.49871232407137034,0.501081299568432
1705910005.1528144,0.5000683020400221,0.1988479591012518,0.74979378705592,0.5003107253247159,0.49989230068755036,0.4987139177212417,0.5010801274342205
1705910005.1929796,0.5000678474994289,0.19884618391551986,0.7497953853750612,0.5003106513532752,0.49989122645105033,0.4987146657895446,0.5010805284444294
1705910005.2332325,0.5000670550252858,0.19884955541373328,0.7497948453533703,0.5003090502829688,0.49989262230783216,0.49871642047412956,0.5010789881013014
1705910005.2726467,0.5000680204852094,0.19884890086713913,0.7497927048739186,0.5003088559385904,0.49989476639963965,0.49871293020229346,0.5010805169278791
1705910005.3128161,0.5000687280896917,0.1988487643536135,0.7497929843556482,0.5003090489416648,0.4998949033867674,0.49871290254826595,0.5010802150822808
1705910005.3528454,0.5000669575500244,0.19885097709638308,0.7497951518760778,0.5003089839566595,0.49989318057051363,0.4987156521255729,0.5010792621096143
1705910005.3926811,0.5000697600071426,0.19884659790963194,0.7497914961492317,0.5003123105435783,0.49989340986893793,0.4987118571814274,0.5010794888985215
1705910005.43299,0.5000663487498499,0.19884959468664964,0.7497955490858714,0.5003082695883762,0.4998930155634954,0.4987151062086117,0.5010806833351815
1705910005.4729407,0.5000675513067028,0.1988516232312967,0.7497917353280471,0.5003098754281043,0.4998947144375936,0.4987147074183417,0.501077782017033
1705910005.5127506,0.5000658044092801,0.19885238698618035,0.749794751915263,0.5003072433614079,0.4998947041373537,0.4987155015968294,0.5010796298818773
1705910005.553041,0.5000671964263982,0.1988520544516124,0.7497931839842433,0.5003090932568109,0.4998943693906327,0.4987154076681452,0.5010782102730919
1705910005.5932157,0.5000687659278076,0.19884712893549952,0.7497923981781358,0.5003137915026875,0.4998907186132917,0.4987146309517799,0.5010779344085327
1705910005.632882,0.500067813467676,0.19884770013957043,0.7497945831160795,0.5003103056008154,0.4998923175510193,0.4987142912854095,0.5010801578897147
1705910005.672186,0.5000683686551338,0.19884678225147878,0.7497930024963547,0.5003119957476548,0.4998922416436054,0.4987132314635186,0.5010796008806829
1705910005.7122495,0.5000665332636263,0.19884932073985986,0.7497951655695654,0.5003076118132906,0.49989435021955336,0.49871301194924195,0.5010820929675766
1705910005.7522044,0.5000688503693436,0.1988483264940275,0.7497930647573117,0.5003109848986762,0.4998932000526837,0.49871416486789844,0.5010787250432
1705910005.792117,0.5000669185564671,0.19885256906553517,0.7497936109805867,0.5003063711842258,0.4998960791589017,0.498714917269149,0.5010797105124636
1705910005.8321338,0.5000669185564671,0.19885256906553517,0.7497936109805867,0.5003063711842258,0.4998960791589017,0.498714917269149,0.5010797105124636
1705910005.8722277,0.5000673149627444,0.19885243087637197,0.7497956245912749,0.5003082206117148,0.49989349149720297,0.4987175253475664,0.5010778496983026
1705910005.912126,0.500068018811308,0.19884884244021056,0.7497927809840867,0.500310518366591,0.4998930852887643,0.4987146108915566,0.5010788614335236
1705910005.9522145,0.5000674646312521,0.1988469940220875,0.7497967757237164,0.5003110020596081,0.4998898141126012,0.4987164434029289,0.5010798180371195
1705910005.9922311,0.5000673374956681,0.19885119302517576,0.7497948096763175,0.5003099499761268,0.4998921995178972,0.498716667522599,0.5010782656942903
1705910006.0321836,0.5000665973063123,0.19885130109862517,0.74979172029341,0.500309627996519,0.49989483944136937,0.49871439732028044,0.5010782129960768
1705910006.0723798,0.5000651262715038,0.198855100565941,0.7497944735567067,0.5003055804035126,0.4998954780900636,0.49871616121028967,0.5010798616487031
1705910006.1126072,0.5000671268960619,0.19885216034067976,0.7497933724436383,0.50030953220095,0.4998935951433316,0.4987166149012806,0.5010773428772743
1705910006.1522324,0.5000679693388419,0.19884700280441175,0.7497960488104872,0.5003104241896384,0.49989098779275093,0.49871473190517496,0.501080927547159
1705910006.1920784,0.5000676555656947,0.19885181273113486,0.7497913693862427,0.5003087658245616,0.49989637980495094,0.49871276660071395,0.5010791601398624
1705910006.232094,0.5000664877182257,0.19884882036705884,0.7497970792024075,0.5003087974422529,0.49989114798721956,0.4987161685327283,0.5010809621308134
1705910006.2723053,0.5000672950958633,0.19884867598705586,0.7497962681737189,0.5003073541661521,0.4998934602058396,0.4987143309763041,0.5010819253271408
1705910006.3121629,0.5000688825594003,0.19884835514441374,0.7497928940077796,0.5003116278917231,0.4998928640912793,0.4987142446134618,0.5010783388319394
1705910006.3525615,0.5000686838966599,0.1988472395490347,0.7497940566004799,0.5003112791377379,0.4998917750331217,0.4987155451205088,0.5010784791596509
1705910006.392719,0.50006728726806,0.19884910126990413,0.7497931230798609,0.5003111106666871,0.49989197548895176,0.49871530578281903,0.5010786856005437
1705910006.432623,0.5000674439947198,0.19884871032496068,0.749794394535771,0.5003107628982639,0.49989230557436204,0.4987150061583922,0.5010790017433785
1705910006.4721236,0.5000684235934386,0.19884473191914864,0.7497952825676409,0.5003119102960084,0.4998902552071504,0.4987139771667024,0.5010809257429967
1705910006.5125315,0.5000680203115785,0.19884949790955278,0.7497908666471474,0.5003107946867166,0.4998946524615574,0.49871333719905964,0.5010782897512741
1705910006.5529199,0.5000663386479409,0.19885254085131887,0.74979396354635,0.5003069057387394,0.4998955629911562,0.49871414717596296,0.5010804581885376
1705910006.593196,0.5000667830697613,0.19885277467157142,0.7497945862975912,0.5003071444460813,0.49989503857961715,0.4987152543638855,0.5010796410596383
1705910006.632792,0.5000671690900256,0.19885075453080883,0.749793911685484,0.5003096386603177,0.4998930921148477,0.49871613237341894,0.5010782186744273
1705910006.673035,0.5000683333247756,0.1988483288175451,0.7497936456374473,0.5003118154906333,0.4998920502495513,0.4987157511655978,0.5010774639884537
1705910006.712837,0.5000681152983509,0.19885225813323062,0.7497905689908286,0.5003089070383472,0.49989731973465706,0.4987129828603772,0.5010778661911794
1705910006.7529185,0.5000672080955102,0.19884661733019357,0.7497946186673308,0.5003093712144758,0.49989221299475667,0.4987141203609465,0.5010813652639535
1705910006.792309,0.5000685144711849,0.1988499004688419,0.749790133147023,0.5003116116848583,0.499894418170467,0.49871329470453596,0.5010777500351186
1705910006.832495,0.5000674214772072,0.1988483321550751,0.7497946893743672,0.5003087977063618,0.4998931817695581,0.49871290831961784,0.501082177724683
1705910006.8727527,0.5000679879790804,0.1988523517654075,0.7497907588051612,0.5003091826676012,0.49989649462671243,0.4987146657644972,0.5010767391825407
1705910006.9129498,0.5000670015737942,0.19885095938268146,0.7497942663416546,0.5003081141019746,0.49989397489713877,0.49871595360412047,0.5010790381227268
1705910006.952672,0.5000692986485492,0.19884767450637036,0.7497915053495869,0.5003126570348552,0.499893157131846,0.4987133002585324,0.5010779588135182
1705910006.9924357,0.5000684898431215,0.19884768914913803,0.7497927432731962,0.5003110905416106,0.4998924481929,0.4987140808811122,0.5010794532323993
