0,0,0,0,0,0,0
6.1941e-05,1.5937e-05,-9.1109e-05,-2.4191e-05,-9.7035e-06,2.5016e-05,-4.6335e-05
0.00024599,6.3268e-05,-0.00036179,-9.6009e-05,-3.8553e-05,9.9292e-05,-0.00018396
0.00054947,0.00014127,-0.00080808,-0.00021432,-8.6155e-05,0.00022167,-0.0004108
0.00096973,0.00024923,-0.001426,-0.00037801,-0.00015212,0.00039099,-0.00072478
0.0015041,0.00038642,-0.0022116,-0.00058592,-0.00023605,0.0006061,-0.0011238
0.0021499,0.00055211,-0.0031609,-0.00083695,-0.00033757,0.00086584,-0.0016059
0.0029045,0.0007456,-0.0042699,-0.0011299,-0.00045626,0.001169,-0.0021689
0.0037652,0.00096615,-0.0055347,-0.0014638,-0.00059175,0.0015146,-0.0028107
0.0047293,0.0012131,-0.0069513,-0.0018373,-0.00074365,0.0019012,-0.0035293
0.0057942,0.0014856,-0.0085157,-0.0022495,-0.00091155,0.0023279,-0.0043227
0.0069572,0.001783,-0.010224,-0.0026991,-0.0010951,0.0027934,-0.0051887
0.0082157,0.0021046,-0.012072,-0.003185,-0.0012938,0.0032966,-0.0061252
0.0095669,0.0024497,-0.014056,-0.0037061,-0.0015074,0.0038364,-0.0071302
0.011008,0.0028176,-0.016172,-0.0042613,-0.0017354,0.0044114,-0.0082017
0.012537,0.0032074,-0.018416,-0.0048494,-0.0019775,0.0050207,-0.0093375
0.014151,0.0036186,-0.020785,-0.0054693,-0.0022332,0.0056631,-0.010536
0.015846,0.0040503,-0.023273,-0.0061198,-0.0025022,0.0063373,-0.011794
0.017621,0.0045019,-0.025877,-0.0067999,-0.0027841,0.0070423,-0.01311
0.019473,0.0049726,-0.028593,-0.0075084,-0.0030784,0.0077769,-0.014483
0.021399,0.0054618,-0.031418,-0.0082442,-0.0033849,0.0085398,-0.015909
0.023397,0.0059686,-0.034347,-0.0090062,-0.003703,0.0093301,-0.017388
0.025463,0.0064924,-0.037376,-0.0097931,-0.0040325,0.010146,-0.018916
0.027595,0.0070325,-0.040501,-0.010604,-0.0043728,0.010988,-0.020492
0.029791,0.0075881,-0.043718,-0.011438,-0.0047237,0.011853,-0.022114
0.032048,0.0081585,-0.047024,-0.012293,-0.0050847,0.01274,-0.023779
0.034362,0.0087431,-0.050414,-0.013168,-0.0054555,0.01365,-0.025486
0.036732,0.0093409,-0.053885,-0.014064,-0.0058356,0.014579,-0.027232
0.039155,0.0099515,-0.057432,-0.014977,-0.0062246,0.015528,-0.029016
0.041628,0.010574,-0.061051,-0.015907,-0.0066222,0.016494,-0.030835
0.044149,0.011208,-0.064739,-0.016854,-0.007028,0.017478,-0.032688
0.046714,0.011852,-0.068491,-0.017815,-0.0074416,0.018477,-0.034572
0.049321,0.012506,-0.072304,-0.01879,-0.0078625,0.019491,-0.036484
0.051968,0.013169,-0.076174,-0.019777,-0.0082905,0.020518,-0.038424
0.054652,0.01384,-0.080096,-0.020776,-0.008725,0.021557,-0.040389
0.057369,0.014519,-0.084067,-0.021786,-0.0091658,0.022608,-0.042377
0.060119,0.015205,-0.088082,-0.022804,-0.0096123,0.023668,-0.044385
0.062896,0.015897,-0.092138,-0.023831,-0.010064,0.024737,-0.046413
0.0657,0.016594,-0.096231,-0.024864,-0.010521,0.025813,-0.048457
0.068528,0.017296,-0.10036,-0.025903,-0.010983,0.026896,-0.050515
0.071376,0.018002,-0.10451,-0.026947,-0.011449,0.027985,-0.052586
0.074243,0.018712,-0.10869,-0.027995,-0.011919,0.029077,-0.054668
0.077125,0.019424,-0.11289,-0.029044,-0.012392,0.030172,-0.056758
0.080019,0.020137,-0.11711,-0.030096,-0.012868,0.031269,-0.058854
0.082924,0.020852,-0.12134,-0.031147,-0.013347,0.032367,-0.060955
0.085836,0.021568,-0.12558,-0.032197,-0.013829,0.033464,-0.063058
0.088753,0.022283,-0.12982,-0.033245,-0.014312,0.03456,-0.065161
0.091672,0.022997,-0.13407,-0.03429,-0.014797,0.035652,-0.067262
