0,0,0,0,0,0,0
3.8252e-06,9.8451e-07,-5.6268e-06,-1.4947e-06,-5.99e-07,1.5456e-06,-2.8621e-06
7.6434e-06,1.9671e-06,-1.1243e-05,-2.9864e-06,-1.197e-06,3.0881e-06,-5.7188e-06
1.1455e-05,2.9479e-06,-1.6849e-05,-4.4752e-06,-1.794e-06,4.6277e-06,-8.5701e-06
1.5259e-05,3.9268e-06,-2.2445e-05,-5.9611e-06,-2.3899e-06,6.1642e-06,-1.1416e-05
1.9057e-05,4.9038e-06,-2.8031e-05,-7.444e-06,-2.9848e-06,7.6978e-06,-1.4257e-05
2.2847e-05,5.8789e-06,-3.3606e-05,-8.924e-06,-3.5788e-06,9.2283e-06,-1.7092e-05
2.6631e-05,6.8522e-06,-3.9171e-05,-1.0401e-05,-4.1716e-06,1.0756e-05,-1.9922e-05
3.0407e-05,7.8236e-06,-4.4726e-05,-1.1875e-05,-4.7635e-06,1.228e-05,-2.2746e-05
3.4177e-05,8.7931e-06,-5.027e-05,-1.3346e-05,-5.3544e-06,1.3802e-05,-2.5565e-05
3.794e-05,9.7608e-06,-5.5804e-05,-1.4815e-05,-5.9442e-06,1.532e-05,-2.8379e-05
4.1696e-05,1.0727e-05,-6.1328e-05,-1.628e-05,-6.533e-06,1.6836e-05,-3.1187e-05
4.5445e-05,1.169e-05,-6.6841e-05,-1.7742e-05,-7.1208e-06,1.8348e-05,-3.399e-05
4.9187e-05,1.2652e-05,-7.2344e-05,-1.9202e-05,-7.7076e-06,1.9858e-05,-3.6787e-05
5.2922e-05,1.3613e-05,-7.7837e-05,-2.0658e-05,-8.2934e-06,2.1364e-05,-3.9579e-05
5.665e-05,1.4571e-05,-8.332e-05,-2.2112e-05,-8.8781e-06,2.2868e-05,-4.2366e-05
6.0371e-05,1.5527e-05,-8.8792e-05,-2.3562e-05,-9.4619e-06,2.4368e-05,-4.5147e-05
6.4086e-05,1.6482e-05,-9.4254e-05,-2.501e-05,-1.0045e-05,2.5866e-05,-4.7923e-05
6.7793e-05,1.7435e-05,-9.9705e-05,-2.6455e-05,-1.0626e-05,2.736e-05,-5.0694e-05
7.1494e-05,1.8385e-05,-0.00010515,-2.7897e-05,-1.1207e-05,2.8851e-05,-5.3459e-05
7.5187e-05,1.9334e-05,-0.00011058,-2.9336e-05,-1.1787e-05,3.034e-05,-5.6219e-05
7.8874e-05,2.0281e-05,-0.000116,-3.0771e-05,-1.2365e-05,3.1825e-05,-5.8973e-05
8.2553e-05,2.1226e-05,-0.00012141,-3.2204e-05,-1.2943e-05,3.3308e-05,-6.1722e-05
